,X,YYYY.MM.DD,HH.mm.SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
4794,3,1/8/52,34:27.5,le,4.36,l,33.988,-116.361,6,C,3322199,19,0
4816,25,2/9/52,43:30.8,le,4.02,l,36.618,-117.871,6,C,3322042,19,0
4826,35,2/13/52,13:34.5,le,4.61,l,32.807,-118.381,6,C,3322069,23,0
4834,43,2/17/52,36:58.1,le,4.39,l,34.014,-117.222,13.8,B,3322079,20,0
4853,62,3/16/52,59:12.8,le,4.02,l,32.005,-115.199,6,D,12277799,14,0
4854,63,3/16/52,11:00.1,le,4.4,l,32.264,-115.108,6,D,12277803,15,0
4862,71,3/28/52,16:21.6,le,4.03,l,33.107,-115.99,6,C,3324714,19,0
4895,104,5/24/52,15:12.8,re,4.78,l,36.156,-114.461,6,D,3319549,29,0
4930,139,7/21/52,52:14.5,le,7.5,w,34.958,-118.998,6,C,3319401,22,0
4931,140,7/21/52,54:00.0,le,4.5,h,35,-119.033,0,Z,10084394,0,0
4932,141,7/21/52,57:00.0,le,4.5,h,35,-119.033,0,Z,10084402,0,0
4933,142,7/21/52,58:00.0,le,4.6,h,35,-119.033,0,Z,10084406,0,0
4934,143,7/21/52,59:00.0,le,4.5,h,35,-119.033,0,Z,10084410,0,0
4935,144,7/21/52,02:00.0,le,4.31,h,35,-119,0,C,3319400,1,0
4936,145,7/21/52,05:31.2,le,5.8,h,34.973,-119.066,6,C,3319398,14,0
4937,146,7/21/52,06:00.0,le,5.4,h,35,-119,0,C,3319397,0,0
4938,147,7/21/52,07:00.0,le,5.18,h,35,-119,0,C,3319396,0,0
4939,148,7/21/52,10:00.0,le,4.53,l,35.1,-118.8,6,C,3319395,1,0
4940,149,7/21/52,12:00.0,le,4.75,l,35.1,-118.8,6,C,3319393,1,0
4941,150,7/21/52,18:08.3,le,4.17,l,35.089,-118.585,6,C,3319394,6,0
4942,151,7/21/52,19:36.2,le,5.2,l,35.02,-118.83,6,C,3319392,15,0
4943,152,7/21/52,22:00.0,le,4.97,l,35.1,-118.8,6,Z,10086310,0,0
4944,153,7/21/52,25:19.6,le,4.73,h,34.854,-118.879,6,C,3319391,8,0
4945,154,7/21/52,28:00.0,le,4.29,l,35.1,-118.8,6,Z,10086314,0,0
4946,155,7/21/52,39:00.0,le,4.27,l,35.1,-118.8,6,C,3319387,1,0
4947,156,7/21/52,39:11.6,le,4.26,l,35.049,-118.661,6,C,10086318,13,0
4948,157,7/21/52,59:37.5,le,4.42,l,35.188,-118.644,6,C,3319162,9,0
4949,158,7/21/52,08:00.0,le,4.39,l,35.028,-118.953,6,C,3319160,9,0
4950,159,7/21/52,11:05.9,le,4.06,l,35.153,-118.684,6,C,3319159,10,0
4951,160,7/21/52,13:05.9,le,4.51,l,34.997,-118.981,6,C,3319158,13,0
4952,161,7/21/52,17:00.6,le,4.18,l,35.026,-118.849,6,C,3319155,13,0
4953,162,7/21/52,25:12.1,le,4.35,l,34.936,-118.877,6,C,3319154,11,0
4954,163,7/21/52,35:57.1,le,4.19,l,35.127,-118.431,6,C,3319152,14,0
4955,164,7/21/52,38:36.6,le,4.03,l,34.991,-119.065,6,C,3319150,14,0
4958,167,7/21/52,59:55.6,le,4.88,l,35.069,-118.85,6,D,3319129,3,0
4959,168,7/21/52,06:20.4,le,4.03,l,35,-119,6,D,3319130,4,0
4960,169,7/21/52,15:13.4,le,4.35,l,34.868,-118.927,6,C,3319146,9,0
4961,170,7/21/52,17:52.1,le,4.1,l,34.978,-118.916,6,C,3319145,10,0
4962,171,7/21/52,42:37.7,le,4.26,l,35.296,-118.574,6,C,3319142,9,0
4963,172,7/21/52,51:38.5,le,4.18,l,35.018,-118.568,6,C,3319141,9,0
4965,174,7/21/52,13:58.5,le,4.93,l,35.187,-118.564,6,C,3319128,21,0
4966,175,7/21/52,34:02.8,le,4.19,l,35.346,-118.604,6,C,3319127,10,0
4967,176,7/21/52,36:15.5,le,4.33,l,35.266,-118.886,6,C,3319116,10,0
4968,177,7/21/52,38:02.2,le,4.48,l,34.984,-119.024,6,C,3319115,10,0
4969,178,7/21/52,42:35.3,le,4.24,l,35.299,-118.507,6,C,3319114,10,0
4972,181,7/21/52,53:04.7,le,4.42,l,34.968,-118.966,6,C,3319102,11,0
4973,182,7/21/52,17:00.3,le,4.05,l,35.04,-119.007,6,D,3319103,8,0
4974,183,7/21/52,38:40.0,le,4.52,l,34.974,-118.913,6,C,3319104,13,0
4980,189,7/21/52,42:44.8,le,4.66,l,35.291,-118.477,6,C,3319095,18,0
4982,191,7/21/52,00:25.9,le,4.6,l,35.174,-118.737,6,C,3319093,13,0
4983,192,7/21/52,23:39.1,le,4.4,l,35.275,-118.46,6,C,3319078,26,0
4984,193,7/21/52,26:28.2,le,4.05,l,35.346,-118.597,6,C,3319089,14,0
4985,194,7/21/52,12:07.6,le,4.17,l,35.243,-118.502,1,C,3319090,22,0
4986,195,7/21/52,16:19.0,le,4.21,l,35.261,-118.424,6,C,3319076,22,0
4987,196,7/21/52,41:22.6,le,5.19,l,35.115,-118.792,6,C,3319075,24,0
4988,197,7/21/52,21:05.2,le,4.09,l,35.235,-118.512,1,C,3319073,21,0
4990,199,7/21/52,53:08.9,le,4.28,l,34.864,-118.984,6,C,3319066,21,0
4991,200,7/21/52,03:12.9,le,4.02,l,35.318,-118.613,6,C,3318982,21,0
4994,203,7/21/52,53:28.3,le,4.41,l,34.969,-118.98,6,C,3318976,26,0
5001,210,7/22/52,41:02.5,le,4.49,l,35.142,-118.467,6,C,3318914,29,0
5003,212,7/22/52,51:51.1,le,4.45,l,35.272,-118.499,6,C,3318910,36,0
5006,215,7/22/52,21:04.9,le,4.42,l,35.237,-118.586,6,C,3318901,36,0
5007,216,7/22/52,44:54.8,le,4.02,l,34.892,-118.868,6,C,3318800,35,0
5008,217,7/22/52,16:22.7,le,4.36,l,35.123,-118.622,6,C,3318799,36,0
5009,218,7/22/52,21:21.1,le,4.2,l,35.017,-118.98,6,C,3318798,36,0
5010,219,7/22/52,47:33.4,le,4.64,l,35.079,-118.766,6,C,3318797,26,0
5011,220,7/22/52,10:24.9,le,4.42,l,35.236,-118.584,6,C,3318796,35,0
5012,221,7/22/52,19:38.5,le,4.02,l,35.002,-119.036,6,C,3319412,32,0
5014,223,7/22/52,31:42.7,le,4.71,l,34.926,-118.98,6,C,3318794,35,0
5015,224,7/22/52,05:10.7,le,4.03,l,35.035,-118.968,6,C,3318793,30,0
5016,225,7/22/52,30:18.3,le,4.13,l,34.875,-119.008,6,C,3318791,34,0
5017,226,7/22/52,03:14.2,le,4.31,l,35.25,-118.557,6,C,3318790,29,0
5019,228,7/22/52,52:34.9,le,4.09,l,35.031,-119.082,6,C,3318788,15,0
5020,229,7/22/52,08:58.6,le,4.32,l,35.21,-118.477,6,C,3318786,32,0
5022,231,7/22/52,02:10.0,le,4.12,l,35.118,-118.817,6,C,3318785,33,0
5023,232,7/22/52,31:33.6,le,4.64,l,34.962,-118.908,6,C,3318784,34,0
5025,234,7/23/52,38:31.8,le,5.43,h,35.372,-118.565,6,C,3318780,26,0
5026,235,7/23/52,43:08.2,le,4.34,l,34.95,-118.928,6,C,3318779,16,0
5027,236,7/23/52,47:36.9,le,4.62,l,35.407,-118.644,6,C,3318778,29,0
5028,237,7/23/52,19:22.2,le,5.07,l,35.378,-118.628,6,C,3318777,30,0
5029,238,7/23/52,49:27.6,le,4.26,l,35.283,-118.497,6,C,3318776,27,0
5030,239,7/23/52,01:39.2,le,4.81,l,35.342,-118.555,6,C,3318775,27,0
5031,240,7/23/52,46:03.0,le,4.58,l,35.338,-118.559,6,C,3318253,25,0
5032,241,7/23/52,10:45.6,le,4.17,l,35.26,-118.445,6,C,3318254,32,0
5033,242,7/23/52,26:28.7,le,4.16,l,35.362,-118.528,6,C,3318255,25,0
5034,243,7/23/52,53:41.8,le,4.22,l,35.432,-118.656,6,C,3318256,27,0
5035,244,7/23/52,37:00.0,le,4.78,l,35.264,-118.527,6,C,3318257,30,0
5036,245,7/23/52,53:18.1,le,5.55,l,34.988,-118.803,6,C,3318258,24,0
5037,246,7/23/52,38:42.3,le,4.31,l,35.27,-118.473,6,C,3318259,38,0
5038,247,7/23/52,54:13.6,le,4.11,l,35.284,-118.398,6,C,3318260,36,0
5039,248,7/23/52,17:05.7,le,5.51,l,35.166,-118.799,6,C,3318262,24,0
5040,249,7/23/52,30:03.8,le,4.5,l,35.267,-118.498,6,C,3318265,34,0
5042,251,7/23/52,18:38.1,le,4.43,l,35.284,-118.542,6,C,3318269,27,0
5043,252,7/23/52,48:52.8,le,4.44,l,35.345,-118.592,6,C,3318270,28,0
5044,253,7/23/52,22:24.2,le,4.49,l,35.313,-118.448,6,C,3318273,32,0
5045,254,7/23/52,53:28.9,le,4.09,l,35.05,-119.027,6,C,3318274,29,0
5046,255,7/23/52,03:28.3,le,4.03,l,35.332,-118.484,6,C,3318276,36,0
5047,256,7/23/52,13:50.2,le,5.13,l,34.996,-118.93,15.2,B,3318277,32,0
5051,260,7/23/52,51:33.9,le,4.15,l,35.325,-118.521,6,C,3318285,30,0
5052,261,7/23/52,16:58.0,le,4.03,l,35.035,-118.938,6,C,3318287,30,0
5055,264,7/23/52,32:19.4,le,4.05,l,35.033,-118.896,0.7,C,3318297,38,0
5064,273,7/24/52,41:43.2,le,4.06,l,35.266,-118.513,6,C,3318315,24,0
5065,274,7/24/52,11:06.5,le,4.08,l,35.113,-118.997,6,C,3318317,30,0
5068,277,7/24/52,02:50.4,le,4.33,l,35.321,-118.412,6,C,3318324,34,0
5072,281,7/24/52,50:33.0,le,4.45,l,34.912,-118.912,15.7,B,3318348,28,0
5073,282,7/24/52,47:55.3,le,4.25,l,35.409,-118.589,1,C,3318351,33,0
5074,283,7/24/52,07:57.1,le,4.09,l,35.286,-118.461,6,C,3318353,31,0
5076,285,7/24/52,05:26.5,le,4.29,l,35.3,-118.483,6,C,3318355,33,0
5079,288,7/24/52,35:05.7,le,4.26,l,35.233,-118.538,6,C,3318361,27,0
5090,299,7/25/52,03:45.0,le,4.07,l,35.225,-118.562,6,C,3318381,25,0
5091,300,7/25/52,46:55.6,le,4.1,l,35.155,-118.903,6,C,3318388,18,0
5094,303,7/25/52,03:50.9,le,4.23,l,35.445,-118.643,6,C,3318395,33,0
5098,307,7/25/52,13:08.2,le,4.93,l,35.316,-118.481,1,C,3318457,36,0
5099,308,7/25/52,34:42.5,le,4.42,l,35.103,-118.749,6,C,3318459,35,0
5100,309,7/25/52,09:45.3,le,5.55,l,35.332,-118.463,6,C,3318460,27,0
5101,310,7/25/52,43:23.5,le,5.62,l,35.304,-118.468,6,C,3318463,23,0
5102,311,7/25/52,06:06.3,le,4.74,l,35.33,-118.422,6,C,3318465,32,0
5105,314,7/26/52,02:20.4,le,4.09,l,35.297,-118.471,3.2,B,3318469,35,0
5107,316,7/26/52,38:49.7,le,4.07,l,35.197,-118.627,6,C,3318491,31,0
5108,317,7/26/52,22:07.3,le,4.3,l,35.316,-118.487,5.2,C,3318495,36,0
5112,321,7/26/52,08:30.7,le,4.43,l,35.059,-118.689,6,C,3318697,31,0
5113,322,7/26/52,02:43.1,le,4.05,l,35.114,-118.764,6,C,3318698,31,0
5118,327,7/26/52,41:02.7,le,4.54,l,35.179,-118.62,6,C,3318703,36,0
5119,328,7/26/52,58:55.8,le,4.3,l,35.322,-118.546,0.2,A,3318182,35,0
5120,329,7/27/52,09:16.2,le,4.2,l,35.319,-118.469,6,C,3317792,24,0
5122,331,7/27/52,49:11.1,le,4.05,l,35.505,-118.526,6,C,3317795,32,0
5123,332,7/27/52,16:09.8,le,4.09,l,35.066,-119.147,4.3,C,3317797,28,0
5124,333,7/27/52,35:39.0,le,4.06,l,35.362,-118.599,6,C,3317799,35,0
5125,334,7/27/52,34:38.2,le,4.04,l,35.09,-119.06,13.2,C,3317800,32,0
5134,343,7/28/52,45:54.6,le,4.11,l,35.13,-118.449,6,C,3317812,29,0
5141,350,7/29/52,03:46.2,le,5.72,l,35.357,-118.895,6,C,3317823,21,0
5142,351,7/29/52,13:58.3,le,4.01,l,35.337,-118.84,6,C,3317824,24,0
5144,353,7/29/52,01:45.8,le,5.19,l,35.403,-118.82,6,C,3318185,26,0
5149,358,7/29/52,49:50.2,le,4.78,l,35.189,-118.596,6,C,3317847,30,0
5150,359,7/29/52,36:42.6,le,4.43,l,35.243,-118.538,6,C,3317849,33,0
5151,360,7/29/52,51:31.8,le,4.57,l,35.346,-118.977,6,C,3317850,27,0
5152,361,7/30/52,59:28.7,le,4.21,l,35.314,-118.548,6,C,3317852,35,0
5153,362,7/30/52,02:55.3,le,4.13,l,34.892,-119.011,5.7,C,3317854,34,0
5154,363,7/30/52,46:49.7,le,4.07,l,35.243,-118.561,6,C,3317856,34,0
5156,365,7/31/52,10:21.1,le,4.27,l,35.285,-118.566,6,C,3317865,32,0
5157,366,7/31/52,09:09.1,le,5.64,l,35.249,-118.497,6,C,3317866,21,0
5159,368,7/31/52,19:08.0,le,4.64,l,35.283,-118.529,6,C,3317869,28,0
5161,370,7/31/52,53:13.1,le,4.7,l,35.352,-119.018,6,C,3317872,27,0
5162,371,8/1/52,16:11.8,le,4.54,l,35.301,-118.476,6,C,3317874,32,0
5164,373,8/1/52,04:29.2,le,4.92,l,34.904,-118.996,6,C,3317879,25,0
5165,374,8/1/52,35:22.9,le,4.04,l,35.295,-118.456,6,C,3317880,27,0
5168,377,8/3/52,51:56.5,le,4.03,l,35.359,-118.438,6,C,3317884,24,0
5173,382,8/5/52,50:09.7,le,4.32,l,35.376,-118.801,6,C,3317888,23,0
5175,384,8/6/52,46:23.6,le,4.26,l,35.309,-118.498,6,C,3317895,26,0
5178,387,8/7/52,31:50.6,le,5.03,l,35.045,-119.094,6,C,3317936,20,0
5180,389,8/7/52,19:07.3,le,4.19,l,35.342,-118.89,6,C,3317940,22,0
5184,393,8/9/52,07:32.0,le,4.19,l,35.298,-118.475,1,C,3306401,20,0
5186,395,8/10/52,23:16.7,le,4.59,l,35.318,-118.448,1,C,3306475,24,0
5187,396,8/10/52,44:23.4,le,4.21,l,35.012,-119.019,6,C,3306519,25,0
5188,397,8/11/52,21:48.6,le,4.43,l,35.374,-118.571,1,C,3306530,27,0
5190,399,8/13/52,29:39.1,le,4.63,l,35.286,-118.427,0.5,C,3306532,25,0
5191,400,8/13/52,39:25.6,le,4.68,l,35.089,-118.681,6,C,3306533,21,0
5193,402,8/13/52,25:48.6,le,4.16,l,35.261,-118.534,1,C,3306535,27,0
5194,403,8/14/52,28:21.8,le,4.27,l,35.12,-118.518,6,C,3306541,23,0
5195,404,8/14/52,41:46.1,le,4.1,l,35.033,-118.881,6,C,3306542,25,0
5200,409,8/17/52,04:41.3,le,4.17,l,35.027,-118.859,0,C,3306585,21,0
5201,410,8/18/52,40:10.0,le,4.7,l,35.035,-119.077,13,A,3306593,21,0
5204,413,8/19/52,12:26.6,le,4.42,l,35.02,-119.24,6,C,3306639,19,0
5206,415,8/20/52,47:46.5,le,4.26,l,34.897,-119.014,6,C,3306672,19,0
5208,417,8/22/52,41:23.5,le,5.52,l,35.352,-118.954,6,C,3306746,20,0
5209,418,8/23/52,03:02.3,le,4.28,l,35.015,-118.751,6,C,3306749,28,0
5210,419,8/23/52,09:06.8,le,4.75,l,34.508,-118.174,6,C,3306750,30,0
5214,423,8/25/52,20:26.1,le,4.66,l,35.057,-118.952,6,C,3306754,23,0
5215,424,8/26/52,56:41.1,le,4.48,l,35.058,-118.41,6,C,3306755,21,0
5219,428,8/30/52,55:59.5,le,4.71,l,35.318,-118.483,0.1,A,3306759,22,0
5223,432,9/1/52,39:00.5,le,4.01,l,35.273,-118.847,6,C,3306765,23,0
5225,434,9/2/52,41:32.5,le,4.61,l,35.068,-118.703,6,C,3306768,22,0
5226,435,9/2/52,38:08.5,le,4.04,l,35.298,-118.539,6,C,3306769,24,0
5227,436,9/2/52,45:56.8,le,4.7,l,34.909,-118.989,6.4,C,3306770,27,0
5230,439,9/4/52,06:49.7,le,4.43,l,35.3,-118.463,6,C,3306772,25,0
5234,443,9/12/52,35:24.6,le,4.43,l,34.982,-119.084,4.9,C,3306776,26,0
5243,452,9/16/52,21:06.5,le,4.32,l,35.345,-118.597,2.2,C,3306786,23,0
5249,458,9/25/52,21:35.5,le,4.03,l,35.056,-118.889,8.4,C,3306792,31,0
5252,461,9/26/52,21:20.1,le,4.04,l,35.123,-118.619,6,C,3306796,31,0
5254,463,10/2/52,10:19.8,le,4.13,l,35.431,-118.675,0.1,C,3306798,27,0
5261,470,10/13/52,20:35.2,le,4.02,l,35.362,-118.842,6,C,3306855,26,0
5262,471,10/16/52,22:06.9,le,4.35,l,34.952,-118.966,6,C,3306856,24,0
5266,475,10/20/52,14:43.2,le,4.26,l,35.291,-118.48,6,C,3306860,23,0
5277,486,11/7/52,55:35.0,le,4.53,l,34.964,-119.1,8.3,C,3307201,23,0
5280,489,11/11/52,22:07.2,le,4.12,l,35.133,-119.027,6,C,3307206,28,0
5281,490,11/11/52,12:24.8,le,4.05,l,34.945,-119.03,6,C,3307207,26,0
5283,492,11/14/52,34:00.5,le,4.02,l,35.051,-118.98,1.4,A,3307210,28,0
5288,497,11/22/52,46:36.3,re,6.2,l,35.723,-121.328,6,D,3307216,18,0
5289,498,11/22/52,37:32.7,re,4.16,l,35.669,-121.147,6,D,3307217,22,0
5296,505,11/25/52,59:17.2,re,4.16,l,35.828,-121.052,6,D,3307231,24,0
5298,507,11/27/52,36:41.8,le,4.09,l,34.924,-118.963,14.8,B,3307234,21,0
5308,517,12/1/52,26:09.8,le,4.41,l,34.979,-118.857,4.7,B,3307248,22,0
5332,541,12/25/52,56:33.1,le,4.05,l,35.356,-118.48,6,C,3307891,22,0
5374,28,1/20/53,13:22.1,le,4.03,l,35.317,-118.515,6,C,3317323,21,0
5395,49,2/3/53,50:12.5,re,4.3,l,35.413,-121.212,6,C,3317510,19,0
5396,50,2/4/53,36:14.8,le,4.27,l,33.422,-116.486,6,C,3317511,21,0
5431,85,2/19/53,12:06.0,le,4.41,l,35.301,-118.551,6,C,3302212,22,0
5478,132,3/23/53,06:36.4,le,4.04,l,35.032,-118.925,5.7,C,3303090,24,0
5533,187,4/29/53,47:45.0,le,4.69,l,34.99,-118.72,8.6,B,3303154,22,0
5594,248,5/23/53,52:54.3,le,4.16,l,34.998,-119.142,0.3,C,3304002,23,0
5599,253,5/25/53,24:00.5,le,4.77,l,34.971,-119.049,3.2,B,3304007,20,0
5602,256,5/28/53,51:18.2,le,4.15,l,35.862,-120.173,6,C,3304010,23,0
5633,287,6/14/53,17:26.7,le,5.47,l,32.892,-115.504,6,D,3304047,19,0
5635,289,6/14/53,30:01.8,le,4.8,l,33.567,-115.251,6,D,3304049,18,0
5636,290,6/14/53,51:50.9,le,4.18,l,32.479,-115.775,6,D,3304050,22,0
5661,315,6/20/53,18:51.4,le,4.3,l,35.396,-118.513,6,C,3305766,20,0
5668,322,6/22/53,22:32.1,re,4.46,l,35.916,-120.784,6,C,3305773,22,0
5738,392,8/5/53,20:59.3,le,4.19,l,35.007,-119.087,6,C,3300063,39,0
5743,397,8/6/53,20:03.2,le,4.29,l,35.064,-119.077,0.1,A,3300093,40,0
5785,439,9/11/53,50:45.1,le,4.11,l,34.075,-115.655,6,C,3300163,32,0
5786,440,9/12/53,41:16.0,le,4.02,l,35.374,-118.832,6,C,3300164,26,0
5805,459,10/7/53,59:21.3,le,4.7,l,34.996,-118.828,3.8,C,3300189,22,0
5856,510,11/23/53,39:06.9,le,4.22,l,33.109,-116.436,6,C,3300249,36,0
5858,512,11/23/53,39:01.2,le,4.33,l,35.461,-118.492,6,C,3300251,40,0
5859,513,11/24/53,46:06.8,le,4.79,l,35.794,-116.899,6,C,3300252,24,0
5864,518,11/26/53,19:12.5,le,4.09,l,35.326,-118.528,6,C,3300260,31,0
5890,544,12/15/53,44:35.7,le,4.64,l,35.198,-118.848,6,C,3300290,39,0
5924,7,1/4/54,31:52.3,le,4.09,l,33.242,-116.097,6,C,3301101,39,0
5934,17,1/12/54,33:48.3,le,5.4,l,34.982,-119.061,0,C,3301140,37,0
5935,18,1/12/54,40:37.2,le,4.06,l,35.054,-119.116,5.2,C,3301113,33,0
5940,23,1/13/54,45:31.1,le,4.6,l,35.036,-119.087,8.5,A,3301121,39,0
5983,66,1/27/54,19:48.2,le,4.96,l,35.143,-118.586,6,C,3301213,33,0
5988,71,2/1/54,23:45.8,le,5.21,l,32.203,-114.555,6,D,3301218,19,0
5989,72,2/1/54,31:48.8,le,5.66,l,32.195,-114.352,6,D,3301219,21,0
5990,73,2/1/54,07:37.5,le,4.02,l,32.2,-114.5,6,D,3301220,8,0
5991,74,2/1/54,10:08.1,le,4.41,l,32.657,-115.377,6,D,3301221,24,0
5999,82,2/7/54,09:53.2,le,4.56,l,35.045,-119.082,7.9,C,3301253,27,0
6004,87,2/10/54,58:38.3,le,4.61,l,34.93,-119.099,9.6,B,3301260,27,0
6005,88,2/12/54,44:27.5,le,4.5,l,33.322,-116.448,14.4,B,3301261,39,0
6018,101,2/24/54,30:22.6,le,4.67,l,35.06,-119.049,8.1,B,3298682,46,0
6052,135,3/19/54,54:27.8,le,6.4,w,33.298,-116.081,6,D,3299653,24,0
6053,136,3/19/54,55:56.2,le,4.79,l,33.3,-116.08,6,D,3299654,4,0
6054,137,3/19/54,57:05.1,le,4.53,l,33.3,-116.08,6,D,3299655,4,0
6055,138,3/19/54,57:45.8,le,4.27,l,33.3,-116.08,6,C,3299656,1,0
6059,142,3/19/54,01:39.1,le,4.09,l,33.199,-116.186,6,C,3299660,10,0
6065,148,3/19/54,15:22.0,le,4.47,l,33.251,-116.168,6,C,3299667,25,0
6068,151,3/19/54,19:55.6,le,4.48,l,33.252,-116.085,6,C,3299671,33,0
6069,152,3/19/54,21:16.3,le,5.48,l,33.209,-116.098,6,C,3299672,24,0
6096,179,3/19/54,08:02.3,le,4.24,l,33.188,-116.02,6,C,3299703,39,0
6097,180,3/19/54,00:57.2,le,4.01,l,33.233,-116.134,6,C,3299705,25,0
6121,204,3/20/54,19:18.2,le,4.74,l,33.246,-116.079,6,C,3299731,31,0
6123,206,3/20/54,03:53.8,le,4.23,l,33.268,-116.199,6,C,3299734,36,0
6136,219,3/23/54,14:48.3,le,4.93,l,33.262,-116.035,6,C,3299750,31,0
6155,238,3/27/54,43:30.1,re,4.47,l,36.46,-121.488,6,C,3299772,26,0
6182,265,4/9/54,07:37.9,le,4.22,l,35.83,-116.695,6,D,3299803,32,0
6208,291,4/30/54,36:23.0,le,4.06,l,34.04,-116.741,2.4,B,3299854,37,0
6209,292,5/1/54,04:39.0,le,4.09,l,35.438,-118.662,6,C,3299855,37,0
6255,338,5/23/54,52:43.1,le,5.03,l,34.968,-119.002,14.5,A,3299932,31,0
6355,438,8/26/54,48:01.6,le,4.76,l,33.87,-119.541,6,C,3298426,29,0
6411,494,10/26/54,22:25.8,le,4.05,l,33.709,-117.488,5,B,3298674,26,0
6414,497,10/30/54,02:44.8,le,4.49,l,33.999,-115.641,6,C,3298553,28,0
6421,504,11/12/54,45:06.3,le,4.07,l,32.018,-115.562,6,D,3298586,14,0
6423,506,11/13/54,19:04.9,le,4.41,l,32.2,-115.657,6,D,3298598,25,0
6424,507,11/17/54,23:57.3,le,4.13,l,36.417,-117.906,6,C,3298609,26,0
6425,508,11/17/54,03:52.2,le,4.29,l,34.562,-119.183,20,C,3298612,20,0
6471,12,1/15/55,03:06.8,le,4.28,l,34.955,-118.992,9.6,A,3298015,31,0
6487,28,1/28/55,10:18.1,le,4.31,l,33.748,-115.327,6,D,3298032,28,0
6496,37,2/11/55,44:30.3,le,4.4,l,35.366,-118.616,6,C,3297719,37,0
6506,47,2/18/55,27:28.4,le,4.53,l,32.069,-116.104,6,D,3297733,38,0
6515,56,3/2/55,59:00.9,re,4.77,l,35.902,-120.999,6,D,3297743,28,0
6560,101,4/25/55,43:07.4,le,4.89,l,32.466,-114.989,6,D,3297793,25,0
6568,109,5/10/55,38:40.2,le,4.06,l,33.109,-115.856,6,C,3297802,46,0
6582,123,5/28/55,44:20.0,le,4.51,l,35.538,-118.247,6,C,3297817,42,0
6616,157,7/2/55,29:39.7,le,4.1,l,34.295,-116.703,0.5,B,3297855,33,0
6651,192,8/8/55,21:50.5,le,4.48,l,35.414,-118.638,6,C,3297943,42,0
6662,203,8/24/55,05:40.8,le,4.06,l,35.387,-118.663,6,C,3297962,28,0
6663,204,8/26/55,23:24.3,le,4.13,l,33.336,-115.762,6,D,3297996,31,0
6710,251,10/25/55,49:40.8,le,4.12,l,33.022,-115.524,6,C,3297322,29,0
6719,260,11/2/55,40:03.8,re,4.87,l,36.572,-120.7,6,D,3297331,37,0
6738,279,11/21/55,55:27.5,le,4.4,l,35.38,-118.673,6,C,3297360,28,0
6771,312,12/17/55,17:19.6,le,4.38,l,32.983,-115.483,6,C,3297414,39,0
6775,316,12/17/55,07:27.9,le,5.26,l,32.955,-115.472,6,C,3297422,41,0
6776,317,12/17/55,17:34.5,le,4.13,l,33,-115.5,6,D,3297428,18,0
6784,325,12/17/55,52:02.6,le,4.59,l,32.953,-115.486,6,D,3297440,33,0
6799,340,12/17/55,05:44.0,le,4.17,l,33.041,-115.62,6,C,3297457,32,0
6811,0,1/3/56,25:49.1,le,4.71,l,33.753,-117.491,10.8,A,3297472,39,0
6813,2,1/3/56,24:01.3,le,4.64,l,32.373,-116.038,6,C,3297475,51,0
6838,27,2/7/56,16:56.5,le,4.05,l,34.562,-118.615,6,C,3297512,32,0
6839,28,2/7/56,16:38.6,le,4.38,l,34.579,-118.601,6,C,3297513,32,0
6853,42,3/3/56,24:14.4,le,4.16,l,35.054,-119.007,7.8,B,3297693,31,0
6869,58,3/16/56,29:33.7,le,4.7,l,34.289,-116.775,2.7,B,3295013,34,0
6874,63,3/16/56,34:56.8,le,4.37,l,34.292,-116.768,1.9,B,3295030,30,0
6885,74,3/23/56,23:26.1,le,4.37,l,35.077,-119.043,0,C,3295049,27,0
6889,78,3/25/56,32:02.6,le,4.12,l,33.617,-119.097,6,C,3295054,34,0
6916,105,5/11/56,30:50.4,le,4.68,l,34.229,-116.778,11.7,B,3295148,29,0
6937,126,6/4/56,33:19.1,le,4.03,l,35.177,-119.148,6,C,3295291,34,0
6960,149,7/11/56,22:06.7,le,4.11,l,35.758,-117.947,6,C,3295330,36,0
6984,173,8/9/56,08:49.1,le,4.09,l,34.341,-119.791,3.1,B,3295365,35,0
7005,194,9/2/56,46:36.8,le,4.1,l,33.768,-116.07,6,C,3295412,37,0
7025,214,9/23/56,24:41.5,le,4.15,l,33.533,-116.552,15.3,B,3295485,30,0
7065,254,11/16/56,23:01.2,re,5,l,36.376,-120.885,6,D,3295741,40,0
7082,271,12/11/56,56:45.7,re,4.19,l,36.498,-120.839,6,C,3295768,26,0
7096,6,1/24/57,54:47.8,le,4.65,l,33.062,-116.374,6,C,3295792,29,0
7099,9,2/1/57,52:14.6,le,4.51,l,33.982,-116.326,6,C,3295808,32,0
7123,33,2/26/57,16:52.4,le,4.07,l,32.978,-116.288,6,C,3295873,27,0
7124,34,3/3/57,06:02.8,le,4.25,l,32.002,-116.537,6,C,3295874,26,0
7129,39,3/8/57,24:55.3,le,4.19,l,35.98,-117.488,11.9,C,3295885,30,0
7138,48,3/18/57,56:28.2,le,4.82,l,34.146,-119.203,6,C,3295906,29,0
7147,57,3/23/57,11:11.8,le,4.15,l,32.015,-115.684,6,D,3295919,20,0
7155,65,4/2/57,22:46.5,le,4.13,l,33.721,-115.965,3,C,3295931,23,0
7163,73,4/10/57,02:47.7,le,4.02,l,32.027,-115.795,6,D,3295943,23,0
