,X,YYYY.MM.DD,HH.mm.SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
181164,2288,3/2/90,26:25.5,le,4.47,l,34.145,-117.695,5.6,A,1053953,162,0
182573,3697,4/4/90,54:39.4,le,4.52,l,32.97,-117.814,6,C,1056608,93,0
182668,3792,4/7/90,07:05.1,le,4.14,l,33.871,-116.156,4.7,A,1056778,55,0
183130,4254,4/17/90,32:27.3,le,4.5,l,34.106,-117.722,3.6,A,1057313,113,0
183181,4305,4/18/90,32:49.1,le,4.04,l,33.877,-116.165,4.7,A,1057365,59,0
183631,4755,5/1/90,41:02.5,le,4.01,l,32.1,-117.634,6,C,1057974,38,0
186038,7162,8/5/90,27:03.8,le,4.11,l,33.325,-116.414,5.2,A,1061283,58,0
186675,7799,8/31/90,05:49.0,le,4.08,l,33.244,-116.045,8.8,A,2003772,49,0
186693,7817,8/31/90,38:00.0,le,4.49,l,33.247,-116.049,8.1,A,2003785,56,0
189758,10882,12/18/90,56:43.1,le,4.25,l,35.374,-118.846,6,B,688784,106,0
190943,828,2/4/91,38:32.3,re,4.26,l,36.107,-121.874,6,D,2011726,33,0
194611,4496,6/28/91,43:54.7,le,5.8,w,34.27,-117.993,9.2,A,2021449,157,0
194645,4530,6/28/91,00:55.6,le,4.3,l,34.253,-117.992,9.5,A,2021473,120,0
194710,4595,6/29/91,53:52.1,le,4.09,l,34.908,-116.579,6,C,2021565,52,0
194873,4758,7/5/91,41:57.1,le,4.13,l,34.497,-118.556,10.9,A,2022113,132,0
195233,5118,7/19/91,41:36.8,le,4.12,l,33.212,-115.968,3.1,A,697556,63,0
196949,6834,9/17/91,10:28.2,re,5.01,l,35.81,-121.452,6,D,2029412,62,0
197852,7737,10/12/91,39:32.1,le,4.01,l,33.89,-116.164,2.9,A,751510,71,0
199382,9267,12/4/91,10:57.6,le,4.27,l,33.07,-116.803,14.9,A,2036037,160,0
199383,9268,12/4/91,17:03.5,le,4.09,l,34.178,-117.022,10.7,A,2036038,152,0
199809,9694,12/20/91,38:29.4,le,4.15,l,35.535,-117.371,7.9,A,2037403,99,0
201593,1382,2/19/92,19:24.9,le,4.06,l,36.026,-117.889,2.9,A,2042321,103,0
202993,2782,3/4/92,06:27.0,le,4.3,l,32.975,-118.791,6,C,3007288,129,0
204662,4451,4/23/92,25:29.9,le,4.54,l,33.956,-116.317,11.5,A,2047709,121,0
204669,4458,4/23/92,50:23.2,le,6.1,w,33.96,-116.317,12.3,A,3019681,152,0
204677,4466,4/23/92,10:28.1,le,4.3,c,33.958,-116.33,3.2,A,3027826,33,0
204682,4471,4/23/92,23:16.2,le,4.01,c,33.943,-116.325,5.3,A,3017236,36,0
205163,4952,4/23/92,35:57.5,le,4.14,c,33.942,-116.312,1.1,A,3017852,65,0
205251,5040,4/23/92,56:03.0,le,4.24,c,33.991,-116.284,3.5,A,3027819,153,0
206435,6224,4/26/92,26:08.1,le,4.47,c,33.947,-116.301,3.1,A,2048693,163,0
206617,6406,4/26/92,21:38.0,le,4.42,c,34.049,-116.335,0.7,A,2048832,145,0
206754,6543,4/27/92,11:19.3,le,4.35,c,33.933,-116.302,0,A,2048937,87,0
207230,7019,4/28/92,33:26.6,le,4.09,c,33.938,-116.298,0,A,3020731,96,0
208249,8038,5/2/92,46:41.4,le,4.18,l,33.989,-116.287,4,A,2050243,87,0
208250,8039,5/2/92,46:53.3,le,4.1,h,33.994,-116.277,8,A,12178263,12,0
208552,8341,5/4/92,16:02.6,le,4.19,l,33.939,-116.341,5.8,A,2050538,97,0
208659,8448,5/4/92,19:49.7,le,4.98,l,33.941,-116.304,12.4,A,2050647,106,0
208891,8680,5/6/92,38:43.3,le,4.83,l,33.943,-116.314,6.8,A,2050937,125,0
209752,9541,5/12/92,31:11.0,le,4.38,l,33.981,-116.26,6.7,A,2051863,96,0
209753,9542,5/12/92,31:27.9,le,4.44,l,33.979,-116.259,0.2,A,3024922,23,0
210475,10264,5/18/92,44:18.0,le,4.96,l,33.951,-116.337,6.6,A,2052730,138,0
212310,12099,6/11/92,24:19.2,le,4.34,l,34.174,-116.35,0.8,A,2055346,101,0
213277,13066,6/28/92,57:34.1,le,7.3,w,34.2,-116.437,1,A,3031111,110,0
213278,13067,6/28/92,00:44.0,le,5.77,l,34.131,-116.408,0,B,3043549,13,0
213279,13068,6/28/92,01:16.2,le,5.7,l,34.12,-116.323,6,C,3043630,9,0
213280,13069,6/28/92,02:17.0,le,5,h,34.06,-116.473,6,C,12178451,5,0
213281,13070,6/28/92,02:31.1,le,5,h,34.103,-116.425,6,D,12178455,8,0
213282,13071,6/28/92,02:58.6,le,4.5,h,34.151,-116.355,6,C,12178459,7,0
213286,13075,6/28/92,25:54.9,le,4.29,c,34.937,-116.846,0,C,3031163,28,0
213288,13077,6/28/92,27:38.8,le,4.2,h,34.478,-116.639,6,D,3031160,21,0
213289,13078,6/28/92,36:40.8,le,5.49,l,34.115,-116.426,8.3,B,2056979,32,0
213290,13079,6/28/92,40:53.6,le,5.41,l,34.341,-116.511,6,C,2056980,25,0
213291,13080,6/28/92,43:59.0,le,4.44,l,34.113,-116.427,3,A,3031099,59,0
213293,13082,6/28/92,56:09.8,le,4.29,l,34.476,-116.52,6,C,2056982,12,0
213295,13084,6/28/92,06:48.7,le,4.3,h,33.873,-116.336,9.8,C,12178475,14,0
213297,13086,6/28/92,10:50.2,le,4.87,l,34.418,-116.441,6,C,2056985,41,0
213299,13088,6/28/92,17:48.0,le,4.11,l,34.137,-116.415,8,B,3031104,19,0
213300,13089,6/28/92,18:15.9,le,4.5,l,34.093,-116.391,0,A,3055321,42,0
213304,13093,6/28/92,26:05.2,le,4.88,l,34.16,-116.407,6,C,2056989,96,0
213305,13094,6/28/92,28:21.6,le,4.65,l,36.587,-116.904,6,D,3031875,21,0
213308,13097,6/28/92,40:55.8,le,4.17,l,34.178,-116.451,6,C,2056995,27,0
213311,13100,6/28/92,50:16.3,le,4.22,l,34.084,-116.357,6,C,2056998,110,0
213312,13101,6/28/92,50:46.2,le,4.95,l,34.109,-116.403,6,C,3031243,36,0
213316,13105,6/28/92,09:28.8,le,4.14,l,34.111,-116.646,6,C,2057003,75,0
213319,13108,6/28/92,29:02.4,le,4.03,l,34.61,-116.642,6,C,2057004,66,0
213326,13115,6/28/92,39:06.9,le,4.35,l,34.089,-116.425,0.2,A,2057007,129,0
213329,13118,6/28/92,43:21.8,le,5.53,l,34.162,-116.852,11.1,B,2057008,52,0
213332,13121,6/28/92,04:51.5,le,4.54,l,34.16,-116.825,13.3,A,2057011,115,0
213333,13122,6/28/92,05:30.7,le,6.3,w,34.203,-116.827,5.4,C,3031425,39,0
213345,13134,6/28/92,17:14.0,le,4.66,l,34.111,-116.875,4.9,C,3037203,22,0
213346,13135,6/28/92,18:33.2,le,4.58,l,34.203,-116.758,8.8,C,3031129,22,0
213349,13138,6/28/92,24:29.4,le,4.76,l,34.201,-116.751,6,C,3031134,82,0
213350,13139,6/28/92,25:20.3,le,4.27,l,34.202,-116.798,6,C,3031248,22,0
213352,13141,6/28/92,45:54.9,le,4.18,l,34.066,-116.401,0.1,B,3045923,60,0
213357,13146,6/28/92,53:14.1,le,4.15,l,34.217,-116.733,0,A,3031137,52,0
213361,13150,6/28/92,56:11.7,le,4.01,l,34.218,-116.751,1.4,A,3045876,114,0
213363,13152,6/28/92,01:15.2,le,4.33,l,34.035,-116.376,2.3,C,3031140,32,0
213365,13154,6/28/92,08:37.6,le,4.18,l,34.219,-116.754,4.9,A,3031141,85,0
213366,13155,6/28/92,09:53.8,le,4.21,l,34.047,-116.371,0.8,A,3031690,88,0
213367,13156,6/28/92,10:26.1,le,4.2,h,34.177,-116.836,2.6,A,12178595,15,0
213372,13161,6/28/92,17:19.3,le,4.24,l,34.208,-116.756,6,C,3031142,61,0
213379,13168,6/28/92,32:10.6,le,4.34,l,34.595,-116.622,6,C,3031146,73,0
213380,13169,6/28/92,33:08.9,le,4.12,l,34.59,-116.64,6,C,3031747,76,0
213399,13188,6/28/92,01:32.0,le,4.98,l,34.179,-116.925,10.8,A,3031154,67,0
213403,13192,6/28/92,05:57.6,le,5.26,l,34.255,-116.912,7.7,A,3031157,102,0
213409,13198,6/28/92,16:35.2,le,4.34,l,35.747,-116.526,6,D,3031164,22,0
213410,13199,6/28/92,18:30.0,le,4.19,l,34.183,-116.808,7.3,A,3031166,58,0
213415,13204,6/28/92,21:27.3,le,4.16,l,34.225,-116.862,1.4,A,3031168,73,0
213419,13208,6/28/92,31:21.5,le,4.14,l,34.289,-116.444,8.8,A,3031170,66,0
213423,13212,6/28/92,39:52.0,le,4.04,l,34.36,-116.472,6,C,3031171,36,0
213430,13219,6/28/92,48:32.4,le,4.46,l,34.218,-116.751,1.2,A,3031176,79,0
213492,13281,6/28/92,26:37.6,le,4.17,l,34.183,-116.802,1,A,3031208,77,0
213556,13345,6/28/92,51:32.0,le,4.12,l,34.197,-116.782,10,A,3031235,59,0
213570,13359,6/28/92,13:16.5,le,4.67,l,34.095,-116.427,3.8,A,3031245,76,0
213616,13405,6/28/92,13:12.1,le,4.01,l,34.045,-116.353,10.3,A,2057138,79,0
213637,13426,6/28/92,48:22.8,le,4.18,l,34.138,-116.454,13.4,A,3031284,54,0
213696,13485,6/29/92,39:40.8,le,4.03,l,34.101,-116.377,2.9,A,3068585,74,0
213725,13514,6/29/92,18:13.4,le,4.67,l,35.16,-117.362,4.2,A,3040295,28,0
213733,13522,6/29/92,26:15.7,le,4.12,l,35.156,-117.351,5.5,C,2057196,68,0
213781,13570,6/29/92,01:56.5,le,4.49,l,34.223,-116.441,8.4,A,3031947,80,0
213800,13589,6/29/92,36:26.8,le,4.15,l,35.362,-116.8,10.8,A,3031954,53,0
213820,13609,6/29/92,16:42.6,le,4.12,l,35.016,-117.203,3.5,A,3031395,52,0
214035,13824,6/29/92,02:38.2,le,4.22,l,34.983,-116.935,0.4,A,3031965,132,0
214039,13828,6/29/92,14:23.2,le,5.4,s,36.698,-116.289,10,D,3031537,24,0
214065,13854,6/29/92,07:06.6,le,4.17,l,34.498,-116.531,0.8,B,3101481,73,0
214073,13862,6/29/92,44:56.8,le,4.47,l,34.601,-116.615,6,C,3101638,79,0
214121,13910,6/29/92,20:03.6,le,4.22,l,34.642,-116.488,6,C,3032289,65,0
214139,13928,6/29/92,08:37.7,le,5.69,l,34.105,-116.403,10.3,A,3031935,96,0
214141,13930,6/29/92,12:06.3,le,4.18,l,34.104,-116.4,7.1,B,3031936,66,0
214142,13931,6/29/92,13:38.8,le,5.08,c,34.105,-116.39,11.7,A,3031615,102,0
214152,13941,6/29/92,31:30.4,le,4.64,l,34.081,-116.386,4.9,A,3031618,43,0
214164,13953,6/29/92,41:26.0,le,4.59,l,34.111,-116.997,4.8,A,3031622,66,0
214168,13957,6/29/92,54:06.9,le,4.24,l,34.103,-116.418,3.7,A,3031625,51,0
214196,13985,6/29/92,01:42.8,le,4.83,l,33.873,-116.268,1.1,A,3031649,73,0
214214,14003,6/29/92,25:29.6,le,4.25,l,34.08,-116.426,1,A,3031661,69,0
214218,14007,6/29/92,41:41.9,le,4.64,l,34.249,-116.719,1.6,A,3031666,90,0
214313,14102,6/29/92,07:35.5,le,4.08,l,33.889,-116.289,2.5,A,3031728,81,0
214332,14121,6/29/92,44:25.8,le,4.36,l,34.657,-116.702,2.3,C,3031740,37,0
214435,14224,6/30/92,06:08.6,le,4.43,l,34.127,-116.403,3,A,3031817,30,0
214502,14291,6/30/92,32:12.2,le,4.08,l,35.165,-117.351,4.9,A,3042717,98,0
214725,14514,6/30/92,30:29.1,le,4.49,l,34.097,-116.404,12.9,A,3041864,184,0
214747,14536,6/30/92,14:49.6,le,4.27,l,34.091,-116.402,13,A,3032109,184,0
214757,14546,6/30/92,34:54.5,le,4.32,l,34.323,-116.442,7.5,A,3032116,103,0
214777,14566,6/30/92,05:36.5,le,4.59,l,35.679,-117.624,3.6,A,3032127,96,0
214842,14631,6/30/92,38:11.7,le,4.99,l,33.997,-116.356,1.9,A,3032166,101,0
214869,14658,6/30/92,19:05.2,le,4.21,l,34.17,-116.403,2.4,A,3032189,118,0
214870,14659,6/30/92,20:08.3,le,4.18,h,34.268,-116.74,0,A,12180487,63,0
214959,14748,6/30/92,14:21.5,le,4.2,l,34.068,-116.357,6.3,A,3032243,133,0
214969,14758,6/30/92,26:30.1,le,4.47,l,34.644,-116.656,4.3,A,3032246,104,0
215081,14870,6/30/92,00:25.9,le,4.29,l,34.642,-116.656,7,A,3032337,99,0
215084,14873,6/30/92,05:06.6,le,4.11,l,33.979,-116.36,0.3,A,3032338,92,0
215130,14919,6/30/92,22:54.4,le,4.85,l,34.13,-116.724,13.6,A,3038550,191,0
215144,14933,6/30/92,49:00.4,le,4.48,l,34.078,-116.987,4.6,A,3032368,148,0
215439,15228,7/1/92,16:56.6,le,4.51,l,35.677,-117.608,3.2,A,3032594,70,0
215459,15248,7/1/92,01:49.2,le,4.41,l,34.097,-116.383,0,A,3032618,87,0
215485,15274,7/1/92,40:29.9,le,5.34,l,34.33,-116.464,6,C,3032643,124,0
215546,15335,7/1/92,29:47.7,le,4.19,l,34.969,-116.939,0.3,A,3032715,91,0
215548,15337,7/1/92,32:52.3,le,4.33,l,34.973,-116.936,0.2,A,3032953,77,0
215742,15531,7/1/92,07:15.1,le,4.18,l,34.274,-116.692,4.7,A,3032928,86,0
215762,15551,7/1/92,45:46.9,le,4.42,l,34.28,-116.689,5.9,B,3032948,115,0
215829,15618,7/1/92,46:17.8,le,4.24,l,34.276,-116.729,0.7,A,3033670,95,0
215830,15619,7/1/92,53:56.8,le,4.03,l,34.281,-116.731,1.3,A,3033016,79,0
216102,15891,7/2/92,01:04.8,le,4.11,l,35.682,-117.614,4.8,A,3033295,61,0
216292,16081,7/2/92,59:21.0,re,4.15,c,35.615,-121.242,6,D,3033485,22,0
216516,16305,7/2/92,25:29.0,le,4.17,l,35.673,-117.619,3.8,A,3033740,59,0
216668,16457,7/3/92,15:50.4,le,4.08,l,34.21,-116.771,10.6,A,3033884,109,0
216885,16674,7/3/92,17:06.4,le,4.1,l,34.262,-116.896,7.6,A,3034125,138,0
217719,17508,7/5/92,49:38.2,le,4.07,l,33.945,-116.399,3.2,A,3034959,105,0
217742,17531,7/5/92,54:13.5,le,4.44,l,36.685,-116.276,6,D,3035169,49,0
217817,17606,7/5/92,55:43.3,le,4.56,l,35.03,-116.968,0.8,A,3035113,113,0
218010,17799,7/5/92,03:03.1,le,4.06,l,34.298,-116.805,3.1,A,3035325,100,0
218033,17822,7/5/92,18:27.6,le,5.42,l,34.583,-116.322,6,C,3035348,122,0
218058,17847,7/5/92,33:46.0,le,4.43,l,34.585,-116.301,6,C,3035375,75,0
218337,18126,7/6/92,00:59.2,le,4.43,l,34.092,-116.37,1.7,A,3035697,94,0
218439,18228,7/6/92,06:36.3,le,4.26,l,34.457,-116.477,0.4,A,3036655,38,0
218473,18262,7/6/92,41:37.9,le,4.44,l,34.082,-116.379,3.2,A,3036688,100,0
218753,18542,7/7/92,21:03.1,le,4.14,l,34.069,-116.382,3.2,A,3036970,97,0
219028,18817,7/7/92,09:28.3,le,4.42,l,34.342,-116.468,2.5,A,3037284,83,0
219119,18908,7/8/92,23:11.3,le,4.91,l,34.575,-116.336,6,C,3038139,121,0
219238,19027,7/8/92,05:38.7,le,4.32,l,34.604,-116.351,10.4,A,3038252,76,0
219636,19425,7/9/92,43:57.6,le,4.87,l,34.239,-116.837,0,A,3039881,144,0
219650,19439,7/9/92,34:35.0,le,4.17,l,34.225,-116.844,0.5,A,3039891,111,0
219877,19666,7/9/92,23:17.8,le,4.18,l,34.217,-116.809,1.2,A,3040107,38,0
220134,19923,7/10/92,29:39.0,le,4.22,l,34.232,-116.846,0.4,A,3040406,118,0
220939,20728,7/11/92,14:16.2,le,5.67,l,35.21,-118.067,10.7,A,3041390,83,0
224021,23810,7/20/92,08:23.0,le,4.14,l,34.195,-116.431,6,C,3044893,61,0
224026,23815,7/20/92,48:01.5,le,4.55,l,34.97,-116.939,4.5,A,3044898,71,0
224124,23913,7/20/92,13:19.4,le,4.68,l,34.991,-116.948,0,A,3045013,90,0
224578,24367,7/21/92,22:10.2,le,4.11,l,34.133,-116.603,1.6,A,3045548,88,0
225551,25340,7/24/92,14:36.3,le,4.96,l,33.901,-116.285,8.2,A,3046661,170,0
225716,25505,7/25/92,31:59.9,le,4.83,l,33.937,-116.306,4.7,A,3046818,139,0
226701,26490,7/27/92,40:08.8,le,4.03,l,32.61,-115.627,15.9,A,3047812,64,0
226729,26518,7/27/92,10:59.7,le,4.03,l,36.088,-117.672,1.2,A,3047839,65,0
227062,26851,7/28/92,27:03.9,le,4.6,l,34.112,-116.415,0,A,3048163,143,0
229440,29229,8/5/92,41:54.4,le,4.09,l,34.646,-116.53,4.2,A,3051552,82,0
229502,29291,8/5/92,22:40.8,le,4.79,l,34.979,-116.952,0,A,3051065,120,0
229732,29521,8/6/92,51:00.0,le,4.13,l,35.025,-116.968,4.8,A,3051305,109,0
230266,30055,8/8/92,37:43.3,le,4.57,l,34.376,-116.459,2.8,A,3052180,81,0
230988,30777,8/11/92,11:17.3,le,4.3,l,34.06,-116.374,0.7,A,3052987,100,0
232137,31926,8/15/92,24:14.7,le,4.73,l,34.087,-116.403,0.4,A,3054293,76,0
232806,32595,8/17/92,41:52.1,le,5.23,l,34.195,-116.863,11.3,A,3055028,141,0
232934,32723,8/18/92,46:40.7,le,4.14,l,34.197,-116.862,12.2,A,3055197,138,0
233948,33737,8/23/92,40:44.5,le,4.11,l,35.032,-116.99,3.9,A,3056509,146,0
234225,34014,8/24/92,51:46.0,le,4.29,l,34.274,-116.774,1.8,A,3056815,110,0
235326,35115,8/29/92,30:30.5,le,4.08,c,32.242,-115.253,6,C,3058674,18,0
235628,35417,8/31/92,25:40.6,le,4.36,l,34.455,-116.47,11,A,3058571,84,0
237303,37092,9/9/92,44:55.0,le,4.24,l,35.076,-116.997,0.4,A,3060924,94,0
237308,37097,9/9/92,50:45.1,le,4.32,l,33.947,-116.33,5.2,A,3060932,79,0
238153,37942,9/13/92,46:20.0,le,4.42,l,36.741,-116.197,6,D,3061997,35,0
238520,38309,9/15/92,47:11.3,le,5.26,l,34.064,-116.361,8.3,A,3062563,172,0
238768,38557,9/16/92,14:34.6,re,4.23,l,35.999,-119.917,30,C,3063078,79,0
239943,39732,9/22/92,52:33.3,le,4.06,l,35.113,-116.724,7.1,A,3065895,109,0
240760,40549,9/27/92,59:14.6,re,4.07,l,36.021,-119.862,10,C,3067045,31,0
241430,41219,10/2/92,19:57.3,le,4.59,l,34.601,-116.636,3.4,A,3068003,82,0
242789,42578,10/11/92,38:12.4,le,4.52,l,34.944,-116.797,2.7,A,3069999,78,0
243911,43700,10/20/92,28:09.6,re,4.3,l,35.92,-120.484,13,A,3071691,50,0
247777,47566,11/25/92,40:24.9,le,4.11,l,35.045,-116.977,3.7,A,3079533,116,0
248045,47834,11/27/92,00:57.5,le,5.29,l,34.34,-116.9,1.4,A,3079915,164,0
248086,47875,11/27/92,32:25.0,le,4.15,l,34.364,-116.905,1.1,A,3080022,85,0
248832,48621,12/4/92,08:57.5,le,5.26,l,34.369,-116.898,3,A,3081404,151,0
248868,48657,12/4/92,25:07.4,le,4.61,c,34.373,-116.912,3.6,A,3081485,36,0
248869,48658,12/4/92,25:11.2,le,4.66,l,34.377,-116.918,2.7,A,3081464,157,0
248918,48707,12/4/92,59:42.1,le,4.24,l,34.361,-116.914,0.7,A,3081531,130,0
249002,48791,12/5/92,52:57.4,re,4.03,l,36.42,-120.074,6,C,3081642,23,0
249272,49061,12/7/92,33:31.5,le,4.03,l,34.362,-116.924,1.1,A,3081990,74,0
249664,49453,12/11/92,38:34.2,le,4.12,l,34.271,-116.404,2.7,A,3082658,76,0
251455,51244,12/29/92,45:32.8,le,4.01,c,33.489,-116.486,10.2,C,3085286,24,0
253896,2226,2/11/93,39:37.0,le,4.5,l,35.026,-116.973,3.3,A,3092017,99,0
254104,2434,2/15/93,59:33.2,le,4.19,l,34.405,-116.464,6,C,3092410,79,0
256866,5196,4/4/93,21:26.0,re,4.2,l,35.934,-120.507,11.8,B,3099250,55,0
259562,7892,5/20/93,14:14.5,le,4.52,l,36.095,-117.702,0.8,A,3106252,141,0
260271,8601,5/28/93,47:40.6,le,5.19,l,35.149,-119.104,21.4,A,3107503,157,0
260468,8798,5/30/93,21:02.2,le,4.02,l,36.756,-115.997,6,D,3107815,27,0
260514,8844,5/31/93,55:30.0,le,4.11,l,34.12,-116.995,5.7,A,3107911,66,0
262709,11039,7/8/93,57:44.9,le,4.01,l,34.245,-116.429,2.4,A,3112773,78,0
265093,13423,8/21/93,46:38.4,le,5,l,34.029,-116.321,9.1,A,3118441,167,0
266352,14682,9/7/93,24:27.0,le,4.04,l,32.373,-115.356,6,C,3121053,54,0
269006,17336,10/11/93,59:45.0,le,4.11,l,32.365,-115.069,6,C,3126585,28,0
270078,18408,10/26/93,24:07.4,le,4.02,l,34.947,-116.652,6,C,3129223,117,0
271104,19434,11/14/93,25:35.4,re,4.64,l,35.965,-120.508,18,A,3131777,115,0
273073,21403,12/20/93,37:02.5,le,4.09,l,32.366,-115.36,6,C,3137057,50,0
274238,555,1/11/94,53:51.3,re,4.3,l,36.992,-121.732,13,C,3139884,115,0
274581,898,1/17/94,30:55.4,le,6.7,w,34.213,-118.537,18.4,A,3144585,160,0
274582,899,1/17/94,31:58.1,le,5.89,l,34.275,-118.493,6,C,3149646,40,0
274585,902,1/17/94,34:18.4,le,4.44,l,34.308,-118.475,6,C,3144599,11,0
274588,905,1/17/94,39:39.8,le,4.89,l,34.265,-118.54,6,C,3144652,119,0
274589,906,1/17/94,40:09.5,le,4.82,l,34.32,-118.507,6,C,3144673,28,0
274590,907,1/17/94,40:36.1,le,5.2,l,34.34,-118.614,6,C,3144694,18,0
274606,923,1/17/94,55:46.8,le,4.07,l,34.277,-118.578,6,C,3140674,104,0
274613,930,1/17/94,06:28.3,le,4.62,l,34.251,-118.55,6,C,3140678,103,0
274622,939,1/17/94,26:45.0,le,4.68,l,34.318,-118.456,6,C,3140684,112,0
274636,953,1/17/94,56:02.5,le,4.44,l,34.293,-118.621,6,C,3140691,123,0
274646,963,1/17/94,14:30.6,le,4.45,l,34.331,-118.445,6,C,3140870,110,0
274676,993,1/17/94,07:03.2,le,4.2,l,34.304,-118.474,2.6,A,3140728,158,0
274677,994,1/17/94,07:35.5,le,4.14,l,34.307,-118.467,1.6,A,2138698,80,0
274697,1014,1/17/94,54:10.8,le,4.85,l,34.376,-118.627,13,A,3140766,141,0
274751,1068,1/17/94,56:08.2,le,4.63,l,34.228,-118.572,19.2,A,3140853,149,0
274780,1097,1/17/94,43:53.4,le,4.05,l,34.368,-118.637,13.9,A,3141205,118,0
274809,1126,1/17/94,46:02.4,le,4.85,l,34.302,-118.565,6,C,3141219,153,0
274862,1179,1/17/94,31:53.7,le,4.12,l,34.339,-118.442,6,C,3141242,96,0
274886,1203,1/17/94,33:30.7,le,5.58,l,34.326,-118.698,9.8,A,3141273,134,0
274919,1236,1/18/94,39:35.0,le,4.4,l,34.379,-118.564,7.2,A,3141108,111,0
274920,1237,1/18/94,40:04.1,le,4.21,l,34.394,-118.543,0,A,2150850,45,0
274923,1240,1/18/94,43:08.9,le,5.24,l,34.377,-118.698,11.3,A,3141286,139,0
275010,1327,1/18/94,01:26.7,le,4.26,l,34.358,-118.623,0.9,A,3141180,117,0
275094,1411,1/18/94,23:56.0,le,4.04,l,34.333,-118.623,14.8,A,3141341,127,0
275187,1504,1/18/94,35:09.9,le,4.19,l,34.218,-118.607,12.1,A,3141570,90,0
275230,1547,1/18/94,24:44.1,le,4.32,l,34.319,-118.558,1.7,A,3141584,118,0
275271,1588,1/18/94,23:46.9,le,4.84,l,34.379,-118.561,7.7,A,3141597,134,0
275495,1812,1/19/94,40:47.0,le,4.34,l,34.361,-118.571,2.6,A,3142081,146,0
275496,1813,1/19/94,43:14.6,le,4.04,l,34.366,-118.709,6,C,3142082,126,0
275555,1872,1/19/94,13:10.9,le,4.05,l,34.304,-118.737,13,A,3142087,125,0
275623,1940,1/19/94,09:14.8,le,4.52,l,34.215,-118.51,17.5,A,3142198,158,0
275729,2046,1/19/94,09:28.6,le,5.06,l,34.379,-118.712,14.4,A,3142595,144,0
275730,2047,1/19/94,11:44.9,le,5.07,l,34.378,-118.619,11.3,A,3142597,104,0
276444,2761,1/21/94,39:15.3,le,4.53,l,34.301,-118.466,10.6,A,3145627,159,0
276447,2764,1/21/94,42:28.8,le,4.25,l,34.31,-118.474,7.9,A,3143541,93,0
276448,2765,1/21/94,52:44.2,le,4.31,l,34.302,-118.452,7.6,A,3143546,146,0
276449,2766,1/21/94,53:44.6,le,4.32,l,34.298,-118.458,7.7,A,3143547,84,0
276843,3160,1/22/94,54:10.7,le,4.64,c,34.393,-118.568,7.6,A,3187383,12,0
276965,3282,1/23/94,55:08.7,le,4.07,l,34.3,-118.428,6,A,3144303,139,0
277194,3511,1/24/94,15:18.8,le,4.59,l,34.347,-118.552,6.5,A,3145150,174,0
277209,3526,1/24/94,50:24.3,le,4.3,l,34.361,-118.628,12.1,A,3145168,159,0
277212,3529,1/24/94,54:21.1,le,4.2,l,34.364,-118.627,10.9,A,3145171,147,0
278047,4364,1/27/94,19:58.8,le,4.57,l,34.273,-118.563,14.9,A,3146628,146,0
278266,4583,1/28/94,09:53.4,le,4.21,l,34.375,-118.494,0.7,A,3146983,81,0
278415,4732,1/29/94,20:36.0,le,5.06,l,34.306,-118.579,1.1,A,3147406,134,0
278437,4754,1/29/94,16:56.4,le,4.33,l,34.278,-118.611,2.6,A,3147259,122,0
279369,5686,2/4/94,10:08.6,le,4.04,l,36.486,-116.903,6,D,3149235,50,0
279817,6134,2/6/94,19:27.0,le,4.09,l,34.292,-118.476,9.3,A,3150210,154,0
281859,8176,2/25/94,59:12.6,le,4.03,l,34.357,-118.48,1.2,A,3155150,154,0
283934,10251,3/20/94,20:12.3,le,5.24,l,34.231,-118.475,13.1,A,3159411,176,0
284809,11126,3/31/94,00:00.1,re,4.33,l,36.183,-120.219,6,C,3161292,29,0
284810,11127,3/31/94,02:30.1,re,4.08,l,36.186,-120.219,6,C,3161293,30,0
285303,11620,4/6/94,01:04.1,le,4.78,l,34.192,-117.095,7.3,A,3162132,190,0
286389,12706,4/21/94,37:16.0,re,4.43,l,36.293,-120.346,6,C,3164331,95,0
288687,15004,5/25/94,56:57.0,le,4.4,l,34.312,-118.393,7,A,3169078,155,0
290031,16348,6/15/94,59:48.6,le,4.13,l,34.311,-118.398,7.4,A,3172383,160,0
290119,16436,6/16/94,24:27.5,le,4.97,l,34.268,-116.402,3.4,A,3172554,99,0
293028,19345,8/1/94,34:31.1,le,4.85,l,34.64,-116.517,9.2,A,3178681,128,0
293537,19854,8/11/94,22:53.5,le,4.63,l,32.342,-115.28,6,C,3180000,59,0
297567,23884,10/19/94,49:58.8,le,4.18,l,35.512,-117.494,3.4,A,3188805,78,0
299571,25888,11/20/94,31:43.4,le,4.21,l,34.012,-116.319,6.3,A,3193347,168,0
300454,26771,12/6/94,48:34.5,le,4.54,l,34.293,-118.389,9,A,3195727,167,0
301249,27566,12/20/94,27:47.8,re,4.88,l,35.912,-120.476,14,B,3197468,100,0
304132,2207,2/19/95,24:18.1,le,4.34,l,34.049,-118.915,15.6,A,3203644,163,0
306958,5033,4/23/95,41:36.6,re,4.6,s,36.603,-121.201,7,C,3210741,88,0
307552,5627,5/7/95,03:33.0,le,4.77,l,33.905,-116.288,10.7,A,3212249,171,0
309332,7407,6/16/95,20:36.1,re,4.1,l,36.753,-121.371,10,C,3216528,19,0
